Date,Close,High,Low,Open,Volume
2010-01-04,132.64991760253906,133.54661369142175,129.9138350257644,130.32770195568546,9135000
2010-01-05,134.99517822265625,135.08714349054944,132.25910625265445,132.58865625891465,11659400
2010-01-06,133.5542755126953,134.41266056402952,133.17107145059643,134.41266056402952,7381100
2010-01-07,136.16773986816406,136.9954621054793,133.31670050445402,133.60027948314342,8727400
2010-01-08,133.59255981445312,135.98374873162103,133.31665250136018,135.14070705427784,7268100
2010-01-11,131.48495483398438,134.1673828385766,130.68789565818136,134.1673828385766,7704900
2010-01-12,128.61859130859375,130.65722762369825,128.01312246259795,130.29701494176595,10360100
2010-01-13,129.57662963867188,130.03646750527017,127.31571627367144,128.76422718820731,11269500
2010-01-14,129.1626739501953,130.84110849204754,128.1510219831932,128.75647885128018,10521400
2010-01-15,126.61827850341795,128.60327253711375,126.13543769191298,128.44999326671083,10896300
2010-01-19,127.88284301757812,128.29669820389282,125.61427012691632,126.4649834991072,7705300
2010-01-20,128.59559631347656,128.8944949729944,125.93617124746096,127.07045184070068,8893900
2010-01-21,123.29212188720705,131.05584311949718,120.1498543027751,129.74527954273773,51738300
2010-01-22,118.11882781982422,122.43370971994398,116.68564823074472,121.62131890058426,30175600
2010-01-25,118.77788543701172,121.32236511488811,118.41001294309244,119.65926148206415,17877000
2010-01-26,115.63565826416016,119.94286805860636,115.4976987245712,118.72428198212532,15985900
2010-01-27,116.1108398,117.2067979332244,113.6353446845666,115.53603370590966,19899000
2010-01-28,117.48268127441406,118.94652341216997,114.92288127175068,118.20310669066914,16160700
2010-01-29,113.98023223876952,118.70130971480413,113.28279794685186,118.36408822445,18502800
2010-02-01,117.3600845336914,118.98486608028996,114.35576596900904,114.82327541140242,12980800
2010-02-02,120.28008270263672,120.70926934474906,117.7585936385383,117.7585936385383,17246600
2010-02-03,120.50235748291016,122.5793288413614,120.41039224154116,121.031181009704,16785200
2010-02-04,115.48238372802734,119.6056636492871,115.30611311378182,119.00020630759438,18895000
2010-02-05,118.14945220947266,118.37937693303483,114.0951476108826,115.5896524668082,18759200
2010-02-08,115.80429077148438,118.4867196353358,115.5896973979332,118.23380351055152,10257300
2010-02-09,116.86954498291016,117.66660405404431,114.69293765722531,117.03048409315484,14017300
2010-02-10,117.7432861328125,119.0615090674047,116.31009496069812,117.0841746655164,10555300
2010-02-11,118.0651855,119.03852723530748,116.68564844800636,118.3334214001938,11163400
2010-02-12,117.97325134277344,118.41010978834562,115.8349768358496,116.77765598884052,10293200
2010-02-16,120.63257598876952,120.89316351331864,118.48664362980726,119.02312671954785,11497100
2010-02-17,120.52532958984376,121.23809518027105,119.4140402206739,121.09247577499777,10070000
2010-02-18,119.35274505615234,120.01185657231144,118.7013051064062,119.26077981488488,10991100
2010-02-19,119.69764709472656,120.32610753724424,118.40242684331152,118.4177465898634,8693000
2010-02-22,120.10381317138672,121.06948312456532,119.58264960537517,120.47934563928224,7375500
2010-02-23,120.09617614746094,122.78627671734829,119.49071874673072,120.1804815267487,15696000
2010-02-24,121.34540557861328,122.05049968365456,120.22644451758356,120.58665728894148,8361500
2010-02-25,119.89688873291016,119.89688873291016,118.27210725302656,119.7359379,10519900
2010-02-26,120.0965805053711,120.58818098648278,119.25931372978964,120.02744021406914,7812700
2010-03-01,120.2425308227539,121.58675235057264,119.95832773606178,120.21948796278868,6522800
2010-03-02,121.94014739990234,122.70827431265764,120.52679669339736,120.7341825,11986400
2010-03-03,121.14891052246094,122.47776606378564,120.77252432421474,122.16283139100902,10006000
2010-03-04,125.67323303222656,125.85758769367088,121.44853540311652,121.556072692121,15439500
2010-03-05,128.41542053222656,129.2373217556498,126.74090989409936,126.8254043028561,12226700
2010-03-08,130.45863342285156,131.1115457936521,128.63049988183948,128.95311168319458,9344500
2010-03-09,129.69821166992188,132.27142935405556,129.04529921774875,129.9824148282943,12958700
2010-03-10,132.0717315673828,132.37897761702203,129.71357652796846,130.7812723733901,13107200
2010-03-11,133.27769470214844,133.3237921616988,131.4265177738892,131.65694646820907,8910600
2010-03-12,134.3914794921875,135.45148658031982,133.65407255546944,134.42987645832733,10216900
2010-03-15,133.2930450439453,134.5758154163444,130.8734503,133.6156568992177,13958600
2010-03-16,135.33628845214844,135.51295436788527,133.31611083412926,133.90757186417162,11687700
2010-03-17,135.68191528320312,136.63439671920597,134.86002571528547,135.8509041141179,10138600
2010-03-18,136.30410766601562,136.53454806596028,134.92916575679905,135.34394910015092,6883500
2010-03-19,136.6497344970703,136.8878636181466,135.15188978436927,136.6497344970703,10896600
2010-03-22,135.31321716308594,135.92003216570654,134.5988532,135.35162584644576,7320400
2010-03-23,134.29153442382812,135.8124213518097,133.1086132526483,135.3822724607182,10804800
2010-03-24,133.96896362304688,135.15956220166308,133.3775028570305,133.3775028570305,8396100
2010-03-25,134.3453369140625,137.28726318239077,134.25316547318675,134.6065088643466,9534300
2010-03-26,132.78607177734375,134.79088312792032,132.04867663729513,134.71407748286933,11811500
2010-03-29,133.69241333007812,133.9842934,131.84122573988938,133.55414447188045,11785600
2010-03-30,131.64151000976562,134.25313515742062,131.11917794782718,133.85370613601816,8184600
2010-03-31,131.0654754638672,131.85664510503588,130.46633751658769,130.5815518446474,8243200
2010-04-01,130.75051879882812,132.1177832929259,130.19746667529617,131.9027088,6480600
2010-04-05,133.00881958007812,133.17011962033652,130.4048706,131.10385696249352,6135000
2010-04-06,132.80909729003906,133.5695469169952,132.23300228434945,132.5863457116062,7743600
2010-04-07,135.46682739257812,136.6497373719175,132.73997522093342,132.80142676437336,13887200
2010-04-08,137.87869262695312,138.87725931880502,134.6371981913281,135.2670674827365,10668800
2010-04-09,137.58685302734375,139.03093499782943,136.34249150339625,138.4778828270342,8462000
2010-04-12,136.60365295410156,138.55470138480285,136.60365295410156,137.7712088492867,6040800
2010-04-13,137.68667602539062,138.26277090415795,136.0428857734684,136.38854035659276,6466400
2010-04-14,142.0419464111328,142.8254386977575,140.6209194641843,141.2661428904965,12556400
2010-04-15,141.5427246,142.56433463020394,141.07416680614796,142.51823717816671,7838700
2010-04-16,123.43795013427734,143.18649143462605,119.48210258070944,141.04341152060965,102043700
2010-04-19,125.45049285888672,125.7654159849974,119.05967132689422,119.52055216224068,54299200
2010-04-20,122.8848648071289,128.0543642,121.36397773502452,127.84696677541932,42196600
2010-04-21,122.0783233642578,125.31214067166584,120.59584503529116,124.18299392380852,30371000
2010-04-22,122.1705093383789,124.43647993126302,120.0504729197969,121.31019977866896,24823000
2010-04-23,120.90313720703124,123.45332346251708,120.59589121704455,123.04621725147726,14916000
2010-04-26,116.7783203,120.58823452308285,116.38657985104436,120.38083699846034,30940700
2010-04-27,117.55410766601562,119.97371385807564,115.33422192170389,115.41103928171222,34516800
2010-04-28,120.60354614257812,121.09514666879384,118.82149863030156,120.33470888082265,21226100
2010-04-29,123.0845718383789,123.7067523131162,121.62512472561774,122.55456277599436,18464300
2010-04-30,111.5320053100586,117.13933310788435,110.0725691268243,116.67845235492383,73187900
2010-05-03,114.83493041992188,115.7182713502638,112.56127045316975,113.55983740965334,28282700
2010-05-04,114.79654693603516,117.02412166943294,113.55218528127536,114.47393508927094,30313400
2010-05-05,113.82864379882812,116.15606566317312,113.0681945054636,113.75951524143436,18355200
2010-05-06,109.3198013305664,114.16667909899132,106.81570070118718,113.28332633119372,22984700
2010-05-07,109.8344268798828,112.5689557037216,108.68991402511983,111.67024898716886,21268500
2010-05-10,110.47964477539062,115.14216691013846,108.45946816750902,114.5199862704727,23098200
2010-05-11,109.05094909667967,111.76243542394973,108.72833728750491,109.38123795344788,15497900
2010-05-12,113.06818389892578,113.41383837414764,109.2890040804351,110.79453671739968,15457000
2010-05-13,111.10950469970705,114.02838803709822,110.93283886874818,113.95925945811624,11517900
2010-05-14,110.01876068115234,110.72543568915022,108.9971509798252,110.15702955265238,10977400
2010-05-17,109.5655288696289,110.8406212696765,106.40852948337998,110.2030750696527,16330100
2010-05-18,105.50984954833984,110.41817709071016,104.92607766629618,110.37209137905926,18025300
2010-05-19,107.61455535888672,107.6375982222322,104.5420485588692,105.96307592146734,18079900
2010-05-20,104.54204559326172,107.14599456358144,104.27319656761348,106.15510458510232,16279200
2010-05-21,108.01399230957033,110.18779266961776,104.65728177500242,105.29482845761862,25553400
2010-05-24,104.9952392578125,109.80370812355544,104.8569703586908,109.07399011131358,16556800
2010-05-25,109.50414276123048,109.98806634294502,103.0826029464332,103.48970916827184,21490900
2010-05-26,107.76815032958984,111.99284608097967,107.29959269560848,110.83296756436276,17073900
2010-05-27,111.61837768554688,111.69538713203244,108.60748927783597,110.0628785,12910200
2010-05-28,111.08702850341795,112.27290802400216,110.19378249114828,111.21023890165873,10683700
2010-06-01,109.23897552490234,112.73498717958503,109.11576506350478,111.0870854458806,9455200
2010-06-02,111.52600860595705,111.65691530355488,108.68453074340523,109.34677222830892,7668400
2010-06-03,110.91764831542967,111.8494110577496,109.73178021156156,111.5875977004012,7454900
2010-06-04,109.53926849365234,112.32683697932764,109.12344796954358,109.47766327711888,14900400
2010-06-07,106.79021453857422,110.32474258177888,106.15108525679238,109.56239109206886,12238600
2010-06-08,106.09716033935548,107.56024612005726,103.99493362287512,107.1444255744875,14587000
2010-06-09,105.3425064086914,107.3600272,104.8958774230048,106.72088634297124,8950600
2010-06-10,103.0092544555664,106.08944436856838,101.10723624428832,105.95853770726484,21931000
2010-06-11,104.44925689697266,104.76497923570064,102.4163316853976,102.67044880559376,9241800
