Date,ARIMA,RandomForest,LSTM,NaiveZero,ResidualHybrid,ConfidenceWeight,RegimeSwitching,ensemble,Signal,Confidence,Risk,Regime,Volatility,ATR,signal_num,conf_num,risk_num,Strategy
2022-10-17,0.00434443930732561,-0.003917896952391321,-0.0008192929672077298,0.0,0.0037413920457303068,-0.0008192928382733107,-0.003917896952391321,0.00434443930732561,HOLD,LOW,MEDIUM,Volatile,0.02388193142431348,9.748439945331114,0,0,1,ARIMA
2022-10-18,-0.003234220475597189,-0.005966028823035696,-0.001808445667847991,0.0,-0.003691917318679894,-0.0032342208101977478,-0.005966028823035696,-0.003234220475597189,HOLD,LOW,MEDIUM,Volatile,0.02437315136604346,10.198842108533126,0,0,1,ARIMA
2022-10-19,0.0003064404387175053,-0.002797724875945502,-0.0006468467763625085,0.0,-1.4765221473374496e-06,-0.0006468473586739019,-0.002797724875945502,0.0003064404387175053,HOLD,LOW,MEDIUM,Volatile,0.024357491718061005,10.031109180444316,0,0,1,ARIMA
2022-10-20,0.00190578982275227,-0.0036518856232759626,-0.00017545050650369376,0.0,0.001385371901464358,-0.00017545069903955132,-0.0036518856232759626,0.00190578982275227,HOLD,LOW,MEDIUM,Volatile,0.023747456671864217,9.941563832449434,0,0,1,ARIMA
2022-10-21,-0.00013482754037047004,-0.004710900404112588,-0.000343636202160269,0.0,-0.0006873963601175415,-0.0003436407169317831,-0.004710900404112588,-0.00013482754037047004,HOLD,LOW,MEDIUM,Volatile,0.024275425389737555,10.352537408246686,0,0,1,ARIMA
2022-10-24,-0.003111287187705642,0.013771115328033275,-0.00216728076338768,0.0,-0.0010870244631696249,-0.0021672797690460385,0.013771115328033275,-0.003111287187705642,HOLD,LOW,MEDIUM,Volatile,0.023377916171431697,9.69297042682062,0,0,1,ARIMA
2022-10-25,0.0023292682041732957,0.012696754609010562,-0.001741246785968542,0.0,0.003955759785766822,0.002329268353285021,0.012696754609010562,0.0023292682041732957,HOLD,LOW,MEDIUM,Volatile,0.02307733822856236,9.45306723886878,0,0,1,ARIMA
2022-10-26,-0.0003150286004460169,-0.006763859053248951,-0.0018008670303970575,0.0,-0.0009954959468060198,-0.001800867501102919,-0.006763859053248951,-0.0003150286004460169,HOLD,LOW,MEDIUM,Volatile,0.022325729989123848,9.493827259561073,0,0,1,ARIMA
2022-10-27,0.00023537934036209744,0.0076198861741651,-0.0014001925010234118,0.0,0.0012896981946780642,0.00023537981564037764,0.0076198861741651,0.00023537934036209744,HOLD,LOW,MEDIUM,Volatile,0.021767971905212,9.509870501675639,0,0,1,ARIMA
2022-10-28,0.0004399374418184019,0.003550100132856236,-0.0006986947846598923,0.0,0.0009210709456462082,0.00043993799720536993,0.003550100132856236,0.0004399374418184019,HOLD,LOW,MEDIUM,Volatile,0.021448303790724408,9.52924818395292,0,0,1,ARIMA
2022-10-31,-0.0005430915693415334,0.0026675405165873757,-0.000539412721991539,0.0,-0.00014362688917127036,-0.0005392369319004876,0.0026675405165873757,-0.0005430915693415334,HOLD,LOW,MEDIUM,Volatile,0.021232927425373384,9.32944207960941,0,0,1,ARIMA
2022-11-01,0.0005180607932541875,-0.0019108036483259493,-0.0005367945996113122,0.0,0.00030260196755024354,-0.0005367948190752991,0.0005180607932541875,0.0005180607932541875,BUY,HIGH,MEDIUM,Bearish,0.01858157191988998,9.11894375116704,1,2,1,ARIMA
2022-11-02,-0.00024106199737931874,0.00023216688687821896,-0.0007298073032870889,0.0,-0.0001418435185845978,-0.00024106206391191206,-0.00024106199737931874,-0.00024106199737931874,HOLD,HIGH,MEDIUM,Bearish,0.01772095793236304,8.429977885072816,0,2,1,ARIMA
2022-11-03,0.0006903025801589874,-0.0038206165640092132,-0.0006155638257041574,0.0,0.00023629400361891448,-0.0006155642784955823,-0.0006155638257041574,0.0006903025801589874,BUY,HIGH,LOW,Bullish,0.017206939231595723,8.1312720440126,1,2,0,ARIMA
2022-11-04,0.0005437672755537251,-0.0012983311420478839,-0.0005961278802715242,0.0,0.00040838007803807455,-0.0005961273359634448,-0.0005961278802715242,0.0005437672755537251,BUY,HIGH,LOW,Bullish,0.017109914010497305,7.989604624331316,1,2,0,ARIMA
